AÑO JUDICIAL;SECCIÓN - SALA;RAMA JURÍDICA;NÚMERO EXPEDIENTE;"JURISDICCIÓN
PROCEDENCIA";"JURISDICCIÓN
RESOLUCIÓN";"TÍTULO GENERAL  
(MATERIA DEL RECURSO)";"TÍTULO ESPECIFICO 
(SUMILLA)";PÁGINA;F. LIBRO;F. TOMO;F. AÑO;ENLACE;
1952;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;De la locación-conducción;El derecho de los herederos a continuar el contrato de arrendamiento celebrado por su causante, debe acreditarse con el título sucesorio correspondiente;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;De la locación-conducción;"Las estipulaciones contractuales libremente concertadas, por las que establece el aumento de la merced conductiva de inmuebles urbanos; no contrarían la finalidad social que persiguen las leyes de inquilinato.";***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Abandono;La solicitud de abandono de la instancia y lo actuado en su consecuencia, que tienen por objeto extinguir el procedimiento y no activarlo, no interrumpen el término para dicho abandono;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Juicio ejecutivo - disposiciones generales;No procede demandar ejecutivamente la elevación de una minuta a escritura pública en aplicación del artículo 599 del C. P. C., porque el contenido de las obligaciones de hacer, conforme al artículo 1182 del C. C. consiste sólo en la prestación de un servicio o en la ejecución de una obra;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Juicio ejecutivo - disposiciones generales;La letra protestada por falta de aceptación y de pago tiene mérito ejecutivo sólo contra el girador y los endosantes pero no contra el girado, de conformidad con el inciso 4º del artículo 591 del C. de P. C.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;JUICIO EJECUTIVO - (ampliación de la ejecución);No procede ampliar la ejecución con arreglo al artículo 653 del C. de P. C., por el mérito de documentos cambiarios con valor autónomo;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Juicio de desahucio;Es innecesaria la presentación de informe del Ministerio de Salud Pública, cuando en la demanda de desahucio, fundada en la necesidad de reconstruir el inmueble, no se invocan razones de insalubridad.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Juicio de desahucio;"Es ocupante precario el condómino del inmueble vendido ju-. dicialmente a tercero; que lo ocupa sin pagar pensión.";***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Juicio de desahucio;La falta de entrega de un inmueble por causa del vendedor, da al comprador derecho de pedir la rescisión del contrato o la entrega de la cosa, de conformidad con el artículo 1401 del C. C., pero no a interponer la acción que concede el artículo 971 del C. de P. C.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Juicio de desahucio;No procede acumular en una demanda de desahucio acciones dirigidas contra inquilinos diferentes.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Juicio de desahucio;Para la aplicación del artículo 3º de la Ley 1102, no es necesario que el predio se encuentre sembrade de productos alimenticios en su integridad, sino que lo esté totalmente en la parte dedicada al cultivo;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Aviso de despedida;El propietario que vive en lugar distinto al de la situación del único inmueble de su propiedad, puede obtener su desocupación amparado en la Ley 10895, si prueba la necesidad que tiene de ocuparlo por razones de salud;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Aviso de despedida;Los recibos que acreditan el domicilio en una pensión, prestan el mismo mérito que los de casa alquilada, en las demandas de aviso de despedida No procede formular observaciones a la operación pericial efectuada de conformidad con el artículo 1009 del C. de P. C.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Interdictos;No procede formular observaciones a la operación pericial efectuada de conformidad con el artículo 1009 del C. de P. C.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Nulidad de resoluciones;Mediando falta de pronunciamiento de un Juez sobre punto controvertido, no procede absolver el grado sino declarar la insubsistencia del fallo ordenando nueva resolución;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;---;Enlace;
1952;Sección judicial;Derecho civil. DERECHO PROCESAL CIVIL;***;***;***;Recurso de nulidad;Es nulo el auto que concede recurso de nulidad contra dos resoluciones conformes, si no se ha efectuado previamente el empoce que prescribe el artículo 5º de la Ley 11363;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Procedimientos no Contenciosos;***;***;***;Administración de bienes comunes;El Juez no está facultado para autorizar al administrador de bienes comunes, a ejecutar actos que no hayan sido objeto expreso de la convocatoria de la Junta, en el caso que contempla el artículo 1204 del C. de P. C.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal;***;***;***;Delitos contra la familia - matrimonios ilegales ;No comete delito de bigamia la persona casada que contrae matrimonio religioso;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;DERECHO PENAL;***;***;***;"
Delitos contra las buenas costumbres - delitos contra la libertad y el honor sexuales";La ley reprime los delitos contra el honor sexual, en agravio de una menor de 16 años, sin exigir prueba alguna sobre su conducta;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;DERECHO PENAL;***;***;***;"
Delitos contra las buenas costumbres - delitos contra la libertad y el honor sexuales";La partida de bautismo es prueba suficiente de la existencia de prole, para imponer al condenado la obligación de atender a su sostenimiento: con arreglo al artículo 204 del C. P.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;DERECHO PENAL;***;***;***;Delitos contra la autoridad pública - desacato ;Comete delito de desacato quien ofende la dignidad o el decoro de un funcionario público, por medio de la prensa.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Disposiciones generales;Los Vocales que en las visitas de las oficinas de los Registros Públicos, descubran la comisión de hechos delictuosos, están obligados a formular la denuncia correspondiente;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Disposiciones generales;Abierta Instrucción para investigar los hechos delictuosos materia de la denuncia, debe desestimarse todo recurso del inculpado que importe una alegación de irresponsabilidad, la que debe precisamente ser determinada en el curso del juzgamiento;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;De la justicia y de las partes - competencia;Comprobada en cualquier estado del proceso, la menor edad del encausado al tiempo de cometer el hecho delictuoso, debe ponérsele a disposición del Juzgado de Menores en aplicación de las disposiciones de orden público de los C. P. y de P. P;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;De la justicia y de las partes - competencia;Formulada denuncia contra un Juez atribuyéndosele la comisión de un acto delictuoso, el Tribunal Correccional debe proceder, necesariamente, de conformidad con la última parte del artículo 14 del C. de P. P.;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;"
De la instrucción - principio de la instrucción";El recurso de nulidad que concede la última parte del artículo 77 del C. de P. P. se contrae únicamente a los casos de archivamiento de la denuncia, a tenor de lo dispuesto en los artículos 292, inciso 5 y 294 del mismo Código;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Peritos;La falta de examen de los peritos, por el Juez Instructor, en cumplimiento de la obligación que le impone el artículo 168 del C. P. P., determina la nulidad de lo actuado;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;"
Del juicio - actos preparatorios de la acusación y de la audiencia";Declarado ausente un acusado, deben denegarse de plano las peticiones que en su representación formule su apoderado;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Del juicio - audiencias;"La resolución por la que se excluye del juicio oral a un inculpado; debe ser leída en la Audiencia bajo pena de nulidad";***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Del juicio - sentencias ;La declaración exculpatoria de la agraviada no constituye elemento suficiente para determinar la absolución del cusado, cuando existe en autos prueba de su responsabilidad penal;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Del juicio - sentencias ;La conducta irreprochable, como elemento constitutivo del delito de seducción, debe ser propuesta y votada en las cuestiones de hecho respectivas;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Del juicio - sentencias ;Es nula la sentencia si no se ha votado una cuestión de hecho oportunamente planteada;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Del juicio - recurso de nulidad;La parte civil puede interponer recurso de nulidad de la sentencia absolutoria, en defensa de su derecho a la posibilidad de ser indemnizada;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;DERECHO COMERCIAL;***;***;***;Código de mineria;La industria del cemento se encuentra amparada por el artículo 53 del Código de Minería al tener el carácter de concesionaria minera, de conformidad con lo prescrito en el artículo 4º de la Ley Nº 10833;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho del trabajo/laboral;***;***;***;Competencia de la jurisdicción ordinaria del trabajo;Sólo los derechos y obligaciones que nacen del vínculo laboral caen dentro de la órbita jurisdiccional ordinaria del trabajo;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho del trabajo/laboral;***;***;***;Competencia de la jurisdicción ordinaria del trabajo;Es improcedente la demanda para el pago de beneficios sociales, si el tiempo de servicios prestado es inferior a un mínimo de cuatro horas diarias, salvo en los casos sujetos a estatuto específico;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho del trabajo/laboral;***;***;***;Regimen legal de los empleados de comercio - ley N° 4916 y ampliatorias;Para los efectos de la indemnización, debe agregarse al haber básico el valor de los alimentos recibidos por el servidor, cuando por la naturaleza del servicio prestado, se otorgan por el principal en forma permanente;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
